ProductCode,ProductDescription
121293,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included : Other : Sugar cane"
121294,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included : Other : Chicory roots"
121299,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included : Other : Other"
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets"
121410,"Swedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets : Lucerne (alfalfa) meal and pellets"
121490,"Swedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets : Other"
130120,"Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams) : Gum Arabic"
130190,"Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams) : Other"
130211,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products : Vegetable saps and extracts : Opium"
130212,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products : Vegetable saps and extracts : Of liquorice"
130213,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products : Vegetable saps and extracts : Of hops"
130214,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products : Vegetable saps and extracts : Of ephedra"
130219,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products : Vegetable saps and extracts : Other"
130220,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products : Pectic substances, pectinates and pectates"
130231,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products : Mucilages and thickeners, whether or not modified, derived from vegetable products : Agar-agar"
130232,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products : Mucilages and thickeners, whether or not modified, derived from vegetable products : Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds"
130239,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products : Mucilages and thickeners, whether or not modified, derived from vegetable products : Other"
140110,"Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark) : Bamboos"
140120,"Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark) : Rattans"
140190,"Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark) : Other"
140420,Vegetable products not elsewhere specified or included : Cotton linters
140490,Vegetable products not elsewhere specified or included : Other
150110,"Pig fat (including lard) and poultry fat, other than that of heading 0209 or1503 : Lard"
150120,"Pig fat (including lard) and poultry fat, other than that of heading 0209 or1503 : Other pig fat"
150190,"Pig fat (including lard) and poultry fat, other than that of heading 0209 or1503 : Other"
150210,"Fats of bovine animals, sheep or goats, other than those of heading 1503 : Tallow"
150290,"Fats of bovine animals, sheep or goats, other than those of heading 1503 : Other"
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared"
150410,"Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified : Fish-liver oils and their fractions"
150420,"Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified : Fats and oils and their fractions, of fish, other than liver oils"
150430,"Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified : Fats and oils and their fractions, of marine mammals"
150500,Wool grease and fatty substances derived therefrom (including lanolin)
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified"
150710,"Soya-bean oil and its fractions, whether or not refined, but not chemically modified : Crude oil, whether or not degummed"
150790,"Soya-bean oil and its fractions, whether or not refined, but not chemically modified : Other"
150810,"Groundnut oil and its fractions, whether or not refined, but not chemically modified : Crude oil"
150890,"Groundnut oil and its fractions, whether or not refined, but not chemically modified : Other"
150920,"Olive oil and its fractions, whether or not refined, but not chemically modified : Extra virgin olive oil"
150930,"Olive oil and its fractions, whether or not refined, but not chemically modified : Virgin olive oil"
150940,"Olive oil and its fractions, whether or not refined, but not chemically modified : Other virgin olive oils"
150990,"Olive oil and its fractions, whether or not refined, but not chemically modified : Other"
151010,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 1509 : Crude olive pomace oil"
151090,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 1509 : Other"
151110,"Palm oil and its fractions, whether or not refined, but not chemically modified : Crude oil"
151190,"Palm oil and its fractions, whether or not refined, but not chemically modified : Other"
151211,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified : Sunflower-seed or safflower oil and fractions thereof : Crude oil"
151219,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified : Sunflower-seed or safflower oil and fractions thereof : Other"
151221,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified : Cotton-seed oil and its fractions : Crude oil, whether or not gossypol has been removed"
151229,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified : Cotton-seed oil and its fractions : Other"
151311,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified : Coconut (copra) oil and its fractions : Crude oil"
151319,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified : Coconut (copra) oil and its fractions : Other"
151321,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified : Palm kernel or babassu oil and fractions thereof : Crude oil"
151329,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified : Palm kernel or babassu oil and fractions thereof : Other"
151411,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified : Low-erucic-acid rape or colza oil and its fractions : Crude oil"
151419,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified : Low-erucic-acid rape or colza oil and its fractions : Other"
151491,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified : Other : Crude oil"
151499,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified : Other : Other"
151511,"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified : Linseed oil and its fractions : Crude oil"
151519,"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified : Linseed oil and its fractions : Other"
151521,"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified : Maize (corn) oil and its fractions : Crude oil"
151529,"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified : Maize (corn) oil and its fractions : Other"
151530,"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified : Castor oil and its fractions"
151550,"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified : Sesame oil and its fractions"
151560,"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified : Microbial fats and oils and their fractions"
151590,"Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified : Other"
151610,"Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared : Animal fats and oils and their fractions"
151620,"Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared : Vegetable fats and oils and their fractions"
151630,"Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared : Microbial fats and oils and their fractions"
151710,"Margarine; edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 : Margarine, excluding liquid margarine"
151790,"Margarine; edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 : Other"
